@lat;@lon;name;addr:suburb
-23.6799804;-46.5596077;Rua Josephina Ritucci de Lima;
-23.6803934;-46.5633547;Rua Vicente Celestino;
-23.6796127;-46.5605663;Rua Johana Luise Falkenburg Binder;
-23.6796833;-46.5615528;Rua Olavo Fontoura;
-23.6821530;-46.5643975;Rua Paulo Setubal;
-23.6729493;-46.5672658;Rua Eduardo Yoshimoto;
-23.6746589;-46.5593592;Avenida 11 de Agosto;
-23.6821811;-46.5617943;Rua Margarida Gonçalves;
-23.6825227;-46.5650404;Rua Juliana Martinez Pelegrin;
-23.6828518;-46.5619126;Rua Margarida Gonçalves;
-23.6816800;-46.5640109;Rua Matias de Albuquerque;
-23.6795259;-46.5630046;Rua Capitão Oberdan de Nicola;
-23.6758352;-46.5644470;Rua Carina;
-23.7196102;-46.5484575;Travessa Monteiro Lobato;
-23.7203557;-46.5459338;Rua Maria Artioli Corradi;
-23.7207789;-46.5466347;Rua Quinze de Agosto;
-23.7203285;-46.5483368;Rua João Lotto;
-23.7188583;-46.5501017;Rua Caetano Zanella;
-23.7195543;-46.5467296;Rua João Ramalho;
-23.7206717;-46.5421928;Rua Primo Modolin;
-23.7215665;-46.5450987;Rua João Luiz Bonini;
-23.7208655;-46.5455062;Rua Oscar Marques;
-23.7204963;-46.5432850;Rua Itália Baptistelli Massaropi;
-23.7208685;-46.5446371;Rua Narciso Casado Calado;
-23.7213052;-46.5452679;Rua Eliza;
-23.7215274;-46.5445226;Rua Francisco Morganti;
-23.6967987;-46.5534335;Rua Antilhas;
-23.6898121;-46.5633277;Avenida das Nações Unidas;
-23.6908960;-46.5599924;Avenida Índico;
-23.6940239;-46.5563615;Rua Adriático;
-23.6950168;-46.5547919;Rua Caraíbas;
-23.6940661;-46.5544175;Rua Mármará;
-23.6942966;-46.5554012;Rua Mediterrâneo;
-23.6946854;-46.5556402;Rua Coral;
-23.7215687;-46.5437244;Rua Madame Curie;
-23.7170264;-46.5439842;Rua João Cavinato;
-23.7197632;-46.5428552;Rua Chuí;
-23.7189462;-46.5429348;Rua São João;
-23.7186046;-46.5418876;Rua Itagiba de Almeida;
-23.7165772;-46.5444011;Rua Sarmento de Beires;
-23.7209337;-46.5462112;Rua Achilles Capelli;
-23.7189388;-46.5414443;Rua Alcides de Almeida;
-23.7202683;-46.5436443;Rua Angela Catelan Bonini;
-23.7177158;-46.5428610;Rua São Pedro;
-23.7204757;-46.5420236;Rua José Roberto;
-23.7206861;-46.5429557;Rua Francisco Messa;
-23.7137306;-46.5373894;Rua Anita Franchini;
-23.7171553;-46.5427738;Rua Virginia Batistella Giusti;
-23.7183325;-46.5431341;Rua João Martin Bianco;
-23.7148803;-46.5476152;Rua Luiz Babik;
-23.7149668;-46.5473622;Rua Lopes Trovão;
-23.7147155;-46.5454131;Rua Napoleão Laureano;
-23.7137828;-46.5445213;Rua Silva Jardim;
-23.7160771;-46.5448662;Rua Gonçalves Dias;
-23.7134746;-46.5447956;Rua Fioravanti Demarchi;
-23.7169927;-46.5451764;Rua Newton Braga;
-23.7142624;-46.5450537;Rua Bendito Montenegro;
-23.7176891;-46.5424421;Rua São Pedro;
-23.7147606;-46.5511237;Rua Francisco Ongaro;
-23.7142799;-46.5511506;Rua Saturnino Germano;
-23.7121263;-46.5526111;Rua Tenente Salles;
-23.7137136;-46.5522960;Rua Ítalo Setti;
-23.7153126;-46.5510876;Rua Carlos Spera;
-23.7180812;-46.5485864;Rua General Osório;
-23.7103390;-46.5514625;Rua Nílton Prado;
-23.7163386;-46.5510510;Rua Paissandú;
-23.7136169;-46.5511989;Rua Ítalo Setti;
-23.7083300;-46.5485454;Rua Josefina de Almeida;
-23.7087346;-46.5502062;Rua São Bernardo;
-23.7099478;-46.5463205;Rua Carlos Del Prete;
-23.7112643;-46.5474502;Rua Municipal;
-23.7082847;-46.5480546;Rua Clara Bassani;
-23.7108033;-46.5574857;Rua Lusitânia;
-23.7133842;-46.5485264;Travessa Luíza Setti;
-23.7078391;-46.5514366;Rua Rio Branco;
-23.7100709;-46.5474102;Rua Tomé de Sousa;
-23.7107103;-46.5498489;Travessa Municipal;
-23.7067960;-46.5492630;Rua Angelo Bopalli;
-23.7050220;-46.5507453;Rua Santa Filomena;
-23.7230238;-46.5354565;Rua Antônio dos Santos Pinto;
-23.7190255;-46.5328480;Rua Vicente Januário D'Ângelo;
-23.7204933;-46.5389471;Rua Mário de Andrade;
-23.7191964;-46.5380217;Rua Carlos Lacerda;
-23.7183178;-46.5384657;Rua Antônio Miolaro;
-23.7184619;-46.5389486;Rua André Coppini;
-23.7143714;-46.5333778;Rua Benedito Luiz Rodrigues;
-23.7100911;-46.5386277;Rua Ester Maccagnan Mancuso;
-23.7135839;-46.5380847;Rua Adelino Fontoura Chaves;
-23.7153059;-46.5403137;Rua Santo Antônio;
-23.7128616;-46.5365301;Rua José Giarolla;
-23.7166565;-46.5392097;Rua Hermínio Vial;
-23.7145047;-46.5385572;Rua José Maria D Almeida;
-23.7131723;-46.5419030;Rua Carlos Rosa Lopes;
-23.7124534;-46.5416800;Rua Benedito Bruni;
-23.7146196;-46.5403697;Rua Comendados Peviani;
-23.7136732;-46.5417838;Rua André Ritucci;
-23.7129133;-46.5406028;Rua Antônio Simionato;
-23.7113897;-46.5394922;Rua Brasília Tondi de Lima;
-23.7139538;-46.5377090;Rua Luiz José Freire;
-23.7141466;-46.5406147;Rua Barão do Rio Branco;
-23.7147192;-46.5417039;Rua João Marotti;
-23.7144945;-46.5426600;Rua André Ritucci;
-23.7157523;-46.5353325;Rua Senador Francisco de Menezes Pimentel;
-23.7112616;-46.5371198;Rua Mário Narciso Stoco;
-23.7096189;-46.5389352;Rua José Cândido Balieiro;
-23.7074154;-46.5379714;Rua Jerônimo dos Santos;
-23.7121774;-46.5368491;Rua Sante Martin;
-23.7135982;-46.5356757;Rua Ivone Terezinha Dall'igna;
-23.7090138;-46.5387073;Rua Ribeirão Pires;
-23.7158823;-46.5361665;Rua Senador Matias Olímpio de Mello;
-23.7142894;-46.5341629;Rua Vitório Natal Gastaldo;
-23.7164756;-46.5352567;Rua Senador Mário Motta;
-23.7081738;-46.5376127;Rua Aírton Gomes Miranda;
-23.7139601;-46.5352062;Rua Secondo Batistini;
-23.7148004;-46.5343609;Rua Marisa Prado;
-23.7121647;-46.5356453;Rua Antônio Sílvio Cunha Bueno;
-23.7085315;-46.5383873;Rua Alfredo Palmiro Copede;
-23.7192320;-46.5372980;Rua Lima Barreto;
-23.7175515;-46.5369664;Rua Graciliano Ramos;
-23.7133437;-46.5343486;Rua Marcos Luís Sposaro;
-23.7083213;-46.5376878;Rua Ruth Pinto de Camargo;
-23.7075433;-46.5387255;Rua Vicente Galafassi;
-23.7122371;-46.5404943;Rua Doutor Gastão Vidigal;
-23.7185459;-46.5364970;Rua Guerra Junqueiro;
-23.7164260;-46.5372168;Rua Manoel Vanzella;
-23.7122107;-46.5393165;Rua Campos Salles;
-23.7244631;-46.5483097;Rua Ari Barroso;
-23.6971251;-46.5575595;Rua Alberto Lopes Raposo;
-23.6927544;-46.5604674;Rua Baffin;
-23.6950741;-46.5598409;Rua Romeu Mantovani;
-23.6932957;-46.5594834;Rua José Lobo;
-23.6925814;-46.5579000;Rua Timor;
-23.6933847;-46.5575819;Rua Pacífico;
-23.6960026;-46.5609254;Rua Santa Adelaide;
-23.6967235;-46.5576828;Rua João Pasim;
-23.6910151;-46.5593107;Rua Baffin;
-23.6943398;-46.5602308;Rua Antônio dos Santos Rodrigues;
-23.6955444;-46.5599892;Rua João Escudeiro;
-23.6976193;-46.5604984;Rua José Monteiro de Brito Neto;
-23.6975262;-46.5610664;Rua Anunciata Gobbi;
-23.7006273;-46.5594110;Rua Monte Alegre;
-23.6997202;-46.5592257;Rua Euclides da Cunha;
-23.6986357;-46.5600199;Rua Engenheiro Franco Zampari;
-23.6992749;-46.5590094;Rua Miguel Gobbi;
-23.6915842;-46.5611090;Rua Maria Adelaide Rossi;
-23.7008325;-46.5584763;Rua Washington Luiz;
-23.7008116;-46.5590006;Rua 15 de Novembro;
-23.6974113;-46.5587156;Rua Presidente Dutra;
-23.6929605;-46.5615673;Rua Pedro Aleixo;
-23.6940679;-46.5615840;Rua José Maria Novaes;
-23.6936558;-46.5615571;Rua Genésio dos Santos;
-23.6945975;-46.5616305;Rua Antônio Domingues Pinto Júnior;
-23.6922808;-46.5615374;Rua Osvaldo Rossi;
-23.6895004;-46.5630774;Avenida Lucas Nogueira Garcez;
-23.6909510;-46.5614942;Rua Miriam Dora Rossi;
-23.6895583;-46.5637258;Avenida Lucas Nogueira Garcez;
-23.7020056;-46.5589050;Rua Eurides Alves de Oliveira;
-23.7023712;-46.5585116;Rua Francisco Mendes Pereira;
-23.7015126;-46.5554171;Rua 3 de Maio;
-23.7022749;-46.5592743;Rua Matutina Rocha de Camampo;
-23.7014267;-46.5563598;Travessa 24 de Fevereiro;
-23.7021230;-46.5573579;Rua Émerson Bezerra;
-23.7023336;-46.5578113;Rua Manoel Raimundo da Silva;
-23.7024387;-46.5591363;Rua José Pedro da Silva;
-23.6998391;-46.5543242;Rua Ruy Barbosa;
-23.7035428;-46.5576547;Rua Nildo Salvador Toscano;
-23.7023453;-46.5581528;Rua Sebastião Mateus Ramos;
-23.7002753;-46.5550226;Rua José Veríssimo;
-23.7014077;-46.5580670;Rua Donisio Cavalcante de Souza;
-23.7017128;-46.5586079;Rua Sebastião Borges de Oliveira;
-23.7031553;-46.5574916;Rua Pedro Victor;
-23.7031876;-46.5578712;Rua Abillo Alves;
-23.7032798;-46.5583246;Rua Alicio Dicmisio dos Santos;
-23.7031231;-46.5570989;Rua Orlando Cruz;
-23.7024233;-46.5600237;Rua José Pedro da Silva;
-23.7036747;-46.5578715;Rua Maria Adelaide Quelhas;
-23.7047952;-46.5588958;Alameda Glória;
-23.7016971;-46.5529435;Rua João Baptista de Oliveira Lima;
-23.7026931;-46.5532155;Travessa São Vicente de Paulo;
-23.6986915;-46.5524712;Rua Domingos João Ballotin;
-23.6969139;-46.5566620;Rua Júlia Ivak;
-23.6970973;-46.5553016;Rua Pedro Jacobucci;
-23.6970339;-46.5559500;Rua Adelino Salvatori Bassoli;
-23.6982510;-46.5543107;Rua Nicolau Filizola;
-23.7050472;-46.5550165;Rua Luiz Dusi;
-23.7080696;-46.5539519;Rua Rio Branco;
-23.7050640;-46.5556273;Rua Ernesto Mazini;
-23.7061917;-46.5537844;Rua Anna Néry;
-23.7064176;-46.5543300;Rua Artur Corradi;
-23.7111337;-46.5562417;Rua Braga;
-23.7082155;-46.5594573;Rua Angelina Vassorelli Ercolin;
-23.7081462;-46.5576488;Rua Clarice Lispector;
-23.7081589;-46.5582477;Rua Ristoliano Grotti;
-23.7064829;-46.5575191;Rua Dário Bechara;
-23.7060570;-46.5581450;Rua Doutor Castelo Branco;
-23.7128980;-46.5595476;Rua Leila Gonçalves;
-23.7073019;-46.5558616;Rua Dante Carraro;
-23.7103900;-46.5573529;Rua Leiria;
-23.7122350;-46.5594222;Rua Capitão Mor Antônio de Oliveira;
-23.7111517;-46.5543998;Rua Coimbra;
-23.7064533;-46.5559193;Rua Afonso de Oliveira;
-23.7109447;-46.5549689;Rua Bragança;
-23.7158220;-46.5556893;Rua Secondo Modolin;
-23.7126973;-46.5598868;Rua Álvaro Moreyra;
-23.7074452;-46.5565273;Rua José Pinsuti;
-23.7120235;-46.5598943;Praça Antônio Pinheiro da Costa;
-23.7134037;-46.5599692;Praça Padre Salvador Pires Santiago;
-23.7153766;-46.5588407;Rua Constantino Tondi;
-23.7128997;-46.5570443;Rua Elisabete Gross;
-23.7156102;-46.5566690;Rua das Acácias;
-23.7143995;-46.5576899;Rua Angela Franchini;
-23.7134672;-46.5554715;Rua João Gross;
-23.7124544;-46.5548907;Rua João Gross;
-23.7143983;-46.5595255;Rua Araci Barbosa Horta;
-23.7137640;-46.5562730;Rua Ernesto Setti;
-23.7146060;-46.5551200;Rua Pietro Franchini;
-23.7133376;-46.5563108;Rua Ana Pimentel;
-23.7134980;-46.5546293;Rua Noberto Antônio de Oliveira;
-23.7151587;-46.5574876;Rua dos Antúrios;
-23.6503867;-46.5764464;Rua Maria Alves Lorenzoni;
-23.6509594;-46.5796029;Rua José Giannotti;
-23.6506761;-46.5764619;Rua Maria Alves Lorenzoni;
-23.6556752;-46.5759689;Rua Planalto;
-23.6541719;-46.5729638;Rua Júlio Tomé;
-23.6567651;-46.5739283;Rua Vitória Régia;
-23.6567735;-46.5752267;Rua Filomena Bitolo;
-23.6589913;-46.5745091;Rua Déa Fongaro;
-23.6578451;-46.5729840;Rua Pio XII;
-23.6580295;-46.5705807;Rua Harmonia;
-23.6528322;-46.5776283;Rua Américo Leda;
-23.6583750;-46.5726641;Rua Leão XIII;
-23.6569118;-46.5702598;Avenida Ministro Osvaldo Aranha;
-23.6596302;-46.5687248;Rua Ângelo David Thomé;
-23.6625558;-46.5667842;Rua Vinte e Quatro de Maio;
-23.6607234;-46.5670975;Rua Vinte e Cinco de Janeiro;
-23.6549629;-46.5745924;Rua do Sacramento;
-23.6622781;-46.5625262;Rua Santo Ignácio;
-23.6641737;-46.5700628;Rua Duque d'Abruzzo;
-23.6612943;-46.5637205;Rua Uberaba;
-23.6638542;-46.5718049;Rua Hamilton Rocha Formigani;
-23.6590339;-46.5649617;Rua Rio;
-23.6625413;-46.5654483;Rua Treze de Maio;
-23.6629551;-46.5659798;Rua Treze de Maio;
-23.6631147;-46.5618476;Rua da Transmissão;
-23.6576053;-46.5663702;Rua Juquiá;
-23.6556179;-46.5692803;Rua Maria José;
-23.6533947;-46.5685439;Rua General Craveiro Lopes;
-23.6538630;-46.5695744;Rua Umê;
-23.6521700;-46.5693725;Rua Jacquey;
-23.6505469;-46.5686938;Rua Jacquey;
-23.6531072;-46.5691257;Rua Amapá;
-23.6529725;-46.5729158;Rua Anchieta;
-23.6521246;-46.5699939;Rua Helena Jacquey;
-23.6507590;-46.5744085;Rua Gasparini;
-23.6511152;-46.5669010;Rua José de Oliveira;
-23.6503505;-46.5744311;Rua Noel Rosa;
-23.6600570;-46.5610952;Rua São Lourenço;
-23.6501421;-46.5719292;Rua Higienópolis;
-23.6571526;-46.5642220;Rua José Erdeg;
-23.6522077;-46.5731830;Rua Gheorghe Precupeanu;
-23.6507118;-46.5734685;Rua Noel Rosa;
-23.6657333;-46.5654024;Rua Engenheiro Isac Garcez;
-23.6653257;-46.5575420;Rua Saldanha da Gama;
-23.6636114;-46.5625398;Rua Pirapitingui;
-23.6615334;-46.5637274;Rua Brasil;
-23.6661549;-46.5611739;Rua D'Artagnan;
-23.6639947;-46.5622160;Rua Itaúna;
-23.6650242;-46.5575580;Rua Itaim;
-23.6634301;-46.5602766;Rua Itaguassú;
-23.6560710;-46.5637359;Rua Doutor Gabriel Nicolau;
-23.6636442;-46.5617503;Rua Itaúna;
-23.6653500;-46.5684816;Rua Três Mosqueteiros;
-23.6683642;-46.5625946;Rua San Martin;
-23.6648878;-46.5672201;Rua Doutor Arthur Rudge Ramos;
-23.6686884;-46.5619383;Praça Portugal;
-23.6648100;-46.5644843;Rua Ernesto Augusto Cleto;
-23.6656525;-46.5621014;Rua Joaquim Osório Duque Estrada;
-23.6678943;-46.5647181;Avenida Doutor Washington Luís;
-23.6691600;-46.5633922;Rua Paulo Di Favari;
-23.6692605;-46.5661271;Rua Paulo Di Favari;
-23.6658278;-46.5684525;Rua Doutor Arthur Rudge Ramos;
-23.6650091;-46.5660315;Rua Roberto Parisi;
-23.6674012;-46.5676723;Avenida Presidente Arthur Bernardes;
-23.6660379;-46.5693853;Rua Marechal Badoglio;
-23.6681066;-46.5691081;Avenida Gabriel D'Anunzio;
-23.6670293;-46.5690313;Rua Rei Vitório Emanuel;
-23.7415874;-46.5292908;Rua Maria Nicolina Bellucce Piatto;
-23.7192725;-46.5664267;Rua Ariovaldo;
-23.7188494;-46.5674769;Rua dos Eucaliptos;
-23.6626212;-46.6034949;Rua Alemanha;
-23.6668246;-46.6067927;Rua Birmânia;
-23.6646323;-46.6046986;Rua França;
-23.6663901;-46.6064655;Rua Haiti;
-23.6629581;-46.6045900;Rua Áustria;
-23.6641403;-46.6050362;Rua Hungria;
-23.6624303;-46.6068544;Rua Bulgária;
-23.6632547;-46.6034735;Rua Etiópia;
-23.6652775;-46.6074576;Rua Espanha;
-23.6660342;-46.6050801;Rua Marrocos;
-23.6641207;-46.6036512;Rua Índia;
-23.6710942;-46.5995748;Travessa Novo Cruzeiro;
-23.7713019;-46.5975555;Estrada Galvão Bueno;
-23.7716700;-46.6005600;Estrada Galvão Bueno;
-23.7718548;-46.6153282;Estrada Galvão Bueno;
-23.7371134;-46.6312840;Estrada do Acampamento dos Engenheiros;
-23.6733301;-46.5851396;Rua Júlio de Mesquita;
-23.7507509;-46.5560252;Rua Marli Bezerra da Silva;
-23.7516704;-46.5567312;Travessa Estrela de Prata;
-23.7514107;-46.5562211;Travessa Sobradinho;
-23.7496359;-46.5566764;Travessa Arco Verde;
-23.7522168;-46.5560459;Travessa Popular;
-23.7497455;-46.5571858;Travessa Anita Maria dos Santos;
-23.7519822;-46.5567832;Travessa Camélia Branca;
-23.7495468;-46.5563284;Travessa Felipe Macedo Pontes;
-23.7495556;-46.5559064;Rua Efraim ramos da Silva;
-23.6548827;-46.5996319;Rua Zurich;
-23.6558607;-46.5981446;Rua Guilherme Tell;
-23.6557026;-46.5987374;Rua Genebra;
-23.6571122;-46.5962535;Avenida Helvétia;
-23.6552653;-46.6008067;Rua dos Alpes;
-23.7507695;-46.6251336;Rua Unidos dos Quimicos;
-23.7500069;-46.6218652;Passagem Angra dos Reis;
-23.7502980;-46.6224551;Rua Boa Viagem;
-23.7464867;-46.6159015;Rua Gaivotas;
-23.7522376;-46.6215156;Rua Santana;
-23.7507849;-46.6209498;Rua Rio Grande da Serra;
-23.7494731;-46.6222702;Rua Ribeirão Pires;
-23.7438675;-46.6131543;Rua Maria Araújo Maciel;
-23.7453253;-46.6174528;Rua Piauí;
-23.7517749;-46.6238878;Rua Cordilheira dos Químicos;
-23.7472183;-46.6165325;Rua São Caetano;
-23.7495484;-46.6202736;Rua Nova Esperança;
-23.7521215;-46.6221032;Rua Portal dos Químicos;
-23.7490813;-46.6201100;Rua dos Palmitais;
-23.7479813;-46.6204641;Rua dos Ipês;
-23.7483941;-46.6205430;Rua das Quaresmeiras;
-23.7464998;-46.6141626;Rua Cisne;
-23.7409167;-46.6055904;Rua Alfredo Caputo;
-23.7387089;-46.6077196;Rua Amadeu;
-23.7403251;-46.6058944;Rua Almeida Durão;
-23.7428952;-46.6063336;Rua América do Sul;
-23.7440787;-46.6051619;Rua dos Pedreiros;
-23.7399055;-46.6062717;Rua Santa Cecília;
-23.7770010;-46.5293211;Rua Heinrich Nordhoff;
-23.6968163;-46.5335156;Rua Domingos Cerchiari;
-23.6549257;-46.6015912;Rua Berna;
-23.6567676;-46.5985895;Rua Luzern;
-23.6875150;-46.5623289;Rua Arafura;
-23.6876175;-46.5625843;Rua Sulu;
-23.6881975;-46.5620225;Rua Egeo;
-23.6861780;-46.5637569;Rua Celebes;
-23.7459344;-46.5123117;Estrada do Montanhão;
-23.7523742;-46.5039065;Estrada Giuseppe Molon;
-23.7533593;-46.5110848;Estrada do Montanhão;
-23.7105725;-46.5431207;Rua Ângelo Picoli;
-23.7116649;-46.5446308;Rua São Bento;
-23.7114460;-46.5428522;Rua João Gastaldo;
-23.7128053;-46.5481651;Rua Américo Brasiliense;
-23.7104502;-46.5420019;Rua Evaristo Neves;
-23.7109623;-46.5420611;Rua Maria Cuzziol Bruni;
-23.7136758;-46.5432281;Rua José Benedetti;
-23.7117658;-46.5455694;Rua Américo Margonari;
-23.7119528;-46.5452071;Rua Flamínio de Oliveira;
-23.7102464;-46.5435456;Rua Sergipe;
-23.7075156;-46.5464101;Travessa Paulo Afonso;
-23.7101064;-46.5441247;Rua Doutor Laurentino de Azevedo;
-23.7096851;-46.5446114;Rua Doutor Dupré;
-23.7051705;-46.5442346;Rua Princesa Maria da Glória;
-23.7039136;-46.5500669;Rua Dom Luiz;
-23.7116118;-46.5425168;Rua Paschoal Gastaldo;
-23.7049422;-46.5435964;Rua Conde D'Eu;
-23.7094201;-46.5329850;Avenida Wallace Simonsen;
-23.7038642;-46.5463024;Avenida Imperador Pedro II;
-23.7044609;-46.5449892;Rua Princesa Maria Amélia;
-23.7091876;-46.5452729;Rua Maria Silva;
-23.7161126;-46.5313435;Rua José Herculano Pires;
-23.7065274;-46.5475826;Avenida Paulo Afonso;
-23.7096251;-46.5438353;Rua Benedita Vial Almeida;
-23.7045254;-46.5463665;Rua Flamínio de Castro Rangel;
-23.7049590;-46.5459405;Rua Antônio Frederico Ozanam;
-23.7013411;-46.5500973;Rua Ernesta Pelosini;
-23.7077254;-46.5456298;Rua Vinte de Agosto;
-23.7039914;-46.5470763;Rua Dom Miguel;
-23.7037241;-46.5512112;Avenida Imperatriz Leopoldina;
-23.7056381;-46.5506743;Rua Santa Filomena;
-23.7079931;-46.5451305;Rua Josefina Ghirelli;
-23.7034590;-46.5464887;Rua Riskallah Abib;
-23.7138142;-46.5308602;Rua Antônio Fregonesi;
-23.7042138;-46.5465340;Alameda Princesa Isabel;
-23.7018562;-46.5427831;Rua Irmã Maria Mônica;
-23.7064423;-46.5406756;Rua Giacomo Versolato;
-23.7045648;-46.5496226;Rua Dom Paulo Mariano;
-23.7081868;-46.5456609;Rua Olinda;
-23.7067288;-46.5479747;Rua Manoel da Nóbrega;
-23.7076857;-46.5421506;Rua Princesa Antônia;
-23.7086175;-46.5519424;Travessa Fernando Costa;
-23.7085455;-46.5529854;Rua Padre Lustosa;
-23.7043082;-46.5540941;Rua Mário Rossi;
-23.7105070;-46.5527448;Rua Nílton Prado;
-23.7111399;-46.5513436;Rua Marechal Rondon;
-23.6965761;-46.5706498;Rua Comandante Salgado Filho;
-23.6969106;-46.5696439;Rua Duque de Caxias;
-23.6970669;-46.5689238;Rua Pedro Angelin;
-23.6971189;-46.5707388;Rua Padre Cícero;
-23.6950911;-46.5616699;Rua Domiciano Rossi;
-23.6964235;-46.5718642;Rua Vidal de Negreiros;
-23.7709956;-46.6010400;Rua Miracema;
-23.7730754;-46.6115549;Rua João Saldanha;
-23.7728268;-46.6136042;Rua Gênesis;
-23.7725131;-46.5965657;Rua Amabile Grasiotin Grassioto;
-23.7730441;-46.6010881;Rua Maringá;
-23.7714852;-46.5958595;Avenida Vitor Brecheret;
-23.7731063;-46.6036602;Rua Curitiba;
-23.7722003;-46.6117529;Rua Paulo Morando;
-23.7754176;-46.5987990;Rua Una;
-23.7695552;-46.6099144;Rua José Fernandes de Souza;
-23.7700368;-46.5987496;Rua Niterói;
-23.7763571;-46.5999451;Rua Una;
-23.7749979;-46.5999180;Rua Itararé;
-23.7741971;-46.5906738;Rua Manaus;
-23.7684228;-46.6113052;Rua José Cardoso;
-23.7743861;-46.6144458;Rua Apóstolos;
-23.7735468;-46.6141344;Rua Canaã;
-23.7769788;-46.5997905;Rua Tavares;
-23.7712849;-46.6118103;Rua Professor Claudemir Gomes do Vale;
-23.7732313;-46.5997989;Rua Ponta Grossa;
-23.7734291;-46.6113793;Rua Rubens Martins;
-23.7764748;-46.5994862;Rua Correia;
-23.7734545;-46.6022959;Rua da Fonte;
-23.7748160;-46.6140063;Rua Romanos;
-23.7693614;-46.5973943;Rua Fernando Pessoa;
-23.7748001;-46.6018713;Rua Tibagi;
-23.7764210;-46.6008552;Rua Tibagi;
-23.7767416;-46.5993084;Rua Tavares;
-23.7707731;-46.6107812;Rua Octávio Edgard de Oliveira;
-23.7701303;-46.5979474;Rua Cassiano Ricardo;
-23.7748093;-46.6151407;Rua dos Salmos;
-23.7753773;-46.5994431;Rua Irati;
-23.7466329;-46.5996111;Rua dos Franceses;
-23.7454121;-46.5988125;Rua dos Portugueses;
-23.7481260;-46.5977036;Rua Luana Conceição;
-23.7455736;-46.5988775;Rua dos Espanhóis;
-23.7458952;-46.5993120;Rua dos Alemães;
-23.7512769;-46.6034706;Rua Tom Jobim;
-23.7495009;-46.6037982;Rua Luzia Francelina Cimas;
-23.7505963;-46.6042147;Rua São Raimundo;
-23.7491522;-46.6031765;Rua Luiz Gonzaga;
-23.7530723;-46.6040968;Rua Padre Damião Calixto Trajano;
-23.7493454;-46.6014847;Rua Rita Mendes de Oliveira;
-23.7515194;-46.6058839;Rua Padre Damião Calixto Trajano;
-23.7489115;-46.5989880;Rua D;
-23.7493882;-46.5987746;Rua Nossa Senhora de Guadalupe;
-23.7489998;-46.5985924;Rua Sebastião Milton da Silva;
-23.7485795;-46.6014309;Rua Irmã Dulce;
-23.7518010;-46.6015464;Rua Vânia Silva Santos;
-23.7513973;-46.6046804;Rua Chico Mendes;
-23.7483740;-46.6039763;Rua Dom Oscar Romero;
-23.7498768;-46.6018646;Rua Professor Florestan Fernandes;
-23.7539217;-46.6018192;Rua Nilson de Souza;
-23.7545510;-46.6009575;Rua Paulo Freire;
-23.7559178;-46.6033363;Rua Gregório de Mattos;
-23.7536879;-46.6011137;Rua Sebastião Pacheco;
-23.7530606;-46.5980411;Rua Teresa Barbosa de Oliveira;
-23.7516482;-46.5988186;Rua Lucidalva da Silva;
-23.7522471;-46.5979728;Rua São José Operário;
-23.7557539;-46.6020793;Rua dos Veleiros;
-23.7544723;-46.5990775;Rua Herbert de Souza;
-23.7552602;-46.6017655;Rua Edson Roberto Vismara;
-23.7563172;-46.6051590;Rua Guanamby;
-23.7570939;-46.6030765;Rua Maria da Penha N. e Silva;
-23.7596755;-46.6045839;Rua Nora Astorga;
-23.7603235;-46.6078407;Rua Elisabeth Lobo Garcia;
-23.7592029;-46.6037625;Rua dos Navegantes;
-23.7604944;-46.6060118;Rua Cande;
-23.7612883;-46.6086032;Rua Guarapé;
-23.7586399;-46.6070362;Rua Deputado Carlos Lamarca;
-23.7561043;-46.6043898;Rua dos Caçadores;
-23.7554250;-46.6045232;Rua Maria da Penha N. e Silva;
-23.7613295;-46.6081422;Rua Sebastião Rodrigues;
-23.7603986;-46.6049099;Rua dos Pescadores;
-23.7613513;-46.6064427;Rua São Simão;
-23.7574236;-46.6065385;Estrada do Poney Club;
-23.7609961;-46.6068944;Rua Sebastiana Regaccini Simão;
-23.7577337;-46.6063332;Rua Silvio de Lima;
-23.6589848;-46.5807778;Rua Fernão Dias Paes Leme;
-23.6584133;-46.5792550;Rua Heitor Villa Lobos;
-23.6584378;-46.5793622;Rua Cacique Tibiriçá;
-23.6588803;-46.5791361;Rua Fernão Dias Paes Leme;
-23.6912278;-46.5657762;Rua José Ordonhes;
-23.6969320;-46.5683159;Rua Gustavo Borges Júnior;
-23.6918298;-46.5707800;Rua Lemos Torres;
-23.6952194;-46.5660641;Rua Etram;
-23.6936053;-46.5689910;Rua Recife;
-23.6945655;-46.5702775;Rua Oscarito;
-23.6912708;-46.5664338;Rua Matheus Funes Arena;
-23.6925626;-46.5698727;Rua Eunice Weaver;
-23.6902646;-46.5668154;Avenida Álvaro Guimarães;
-23.6905983;-46.5665053;Rua Carlos Olavo Vicentini;
-23.6925015;-46.5681266;Rua Lemos Torres;
-23.6956671;-46.5701141;Rua Oragnof;
-23.6919666;-46.5671579;Rua Fuad Mussa Cheid;
-23.7235973;-46.5506238;Avenida Rotary;
-23.7728165;-46.6127716;Estrada Galvão Bueno;
-23.7659181;-46.5937270;Estrada Galvão Bueno;
-23.7665904;-46.5934008;Estrada Galvão Bueno;
-23.7693187;-46.5953470;Estrada Galvão Bueno;
-23.6931928;-46.5477732;Rua Doutor Baeta Neves;
-23.6945436;-46.5451501;Rua Doutor Baeta Neves;
-23.7446304;-46.5409409;Rua Antônio Francisco Zanellato;
